# 生成工具 https://github.com/whitewatercn/rimetool
# 生成时间 2025-02-18_10-40-16
---
'a'ba'ka'wei 阿巴卡韦
'fan'hun'cao 返魂草
'fan'hun'cao'ke'li 返魂草颗粒
'fan'ji'hua 反极化
'fan'jie'fu 泛捷复
'fan'jie'suan 泛解酸
'fan'jing'zheng'yi'zhi 反竞争抑制
'fan'kou'mo'duan 翻口末端
'fan'kui'tong 泛喹酮
'fan'kun 泛醌
'fan'le 凡乐
'fan'li'zhi'jian 番荔枝碱
'fan'li'zhi'ye'jian 番荔枝叶碱
'fan'lin 凡林
'fan'liu'xing'ju'shu'niao'guan 反流性巨输尿管
'fan'liu'yi'an 泛硫乙胺
'fan'liu'yi'an'jiao'nang 泛硫乙胺胶囊
'fan'liu'yi'an'pian 泛硫乙胺片
'fan'luo'na 凡罗纳
'fan'mi'ma'zi'bi 反密码子臂
'fan'mi'ma'zi'huan 反密码子环
'fan'min'bu 泛敏补
'fan'ming 凡命
'fan'ming 矾明
'fan'mu'bie 番木鳖
'fan'mu'bie'ci'jian 番木虌次碱
'fan'mu'bie'jian 番木虌碱
'fan'mu'duo 凡慕多
'fan'ning'ji 泛凝集
'fan'qiang'ben'huan'ji'suan 反羟苯环己酸
'fan'qie'gan'pei'ji 番茄苷配基
'fan'qie'jun'tai 番茄菌肽
'fan'se'xi'chun 泛色烯醇
'fan'she'wang'yuan'jing 反射望远镜
'fan'she'zhong'shu 反射中枢
'fan'shen'tou 返渗透
'fan'sheng'shu'fu 泛生舒复
'fan'shi'gou'xiang 反式构象
'fan'shi'ji'huo 反式激活
'fan'shi'lin 凡士林
'fan'shi'yi'wu'xi'zhuan'yi'mei 反式异戊烯转移酶
'fan'shi'zhen'xuan'zhuan 反时针旋转
'fan'shi'zuo'yong 反式作用
'fan'suan'gai 泛酸钙
'fan'suan'gai'pian 泛酸钙片
'fan'suan'na 泛酸钠
'fan'suan'yan 泛酸盐
'fan'suan'zi'mei'su 泛酸紫霉素
'fan'teng'zhi 矾藤痔
'fan'teng'zhi'zhu'she'ye 矾藤痔注射液
'fan'tiao'tong 反跳痛
'fan'wu'tou'suan 反乌头酸
'fan'xi'luo'wei 泛昔洛韦
'fan'xi'luo'wei'jiao'nang 泛昔洛韦胶囊
'fan'xi'luo'wei'ke'li 泛昔洛韦颗粒
'fan'xi'luo'wei'pian 泛昔洛韦片
'fan'xian 泛酰
'fan'xian'ban'guang'an'suan'he'cheng'mei 泛酰半胱氨酸合成酶
'fan'xian'ban'guang'an'suan'tuo'suo'mei 泛酰半胱氨酸脱羧酶
'fan'xian'chun 泛酰醇
'fan'xiang'ceng'xi 反相层析
'fan'xiang'cha'ru 反向插入
'fan'xiang'chong'fu'xu'lie 反向重复序列
'fan'xiang'fu'she'mian'yi'kuo'san 反向辐射免疫扩散
'fan'xiang'ge'li 反向隔离
'fan'xiang'guo'min 反向过敏
'fan'xiang'ping'xing 反向平行
'fan'xiang'shu'yun 反向输运
'fan'xiang'zhuan'lu 反向转录
'fan'xiao'xian 反笑线
'fan'xie'ye 番泻叶
'fan'xie'ye'ke'li 番泻叶颗粒
'fan'xu'ning'ji 反絮凝剂
'fan'ya'you'suan 反亚油酸
'fan'yang'hua 矾氧化
'fan'yi'gua'he'gan'suan 反义寡核苷酸
'fan'yi'gua'tuo'yang'he'gan'suan 反义寡脱氧核苷酸
'fan'yi'hou'jia'gong 翻译后加工
'fan'yi'ji'yin 反义基因
'fan'yi'lian 反义链
'fan'yi'lian'fang'fu'xiao'du'ji 反义链防腐消毒剂
'fan'yi'xi'bao 反抑细胞
'fan'yi'zhi'fang'suan 反异脂肪酸
'fan'yi'zhi'xing 反抑制性
'fan'ying'dan'bai 反应蛋白
'fan'ying'pu'an 泛影葡胺
'fan'ying'pu'an'jiao'ye 泛影葡胺胶液
'fan'ying'pu'an'na 泛影葡胺钠
'fan'ying'pu'an'zhu'she'ye 泛影葡胺注射液
'fan'ying'su 反应素
'fan'ying'suan 泛影酸
'fan'ying'suan'na 泛影酸钠
'fan'ying'suan'na'zhu'she'ye 泛影酸钠注射液
'fan'ying'xing 反应性
'fan'you'suan 反油酸
'fan'you'suan'gan'you'zhi 反油酸甘油酯
'fan'zheng'fan'she 翻正反射
'fan'zhi'guo'sheng 繁殖过剩
'fan'zhi'ti 繁殖体
'fan'zhuan'lu 反转录
'fan'zhuan'lu'mei 反转录酶
'fan'zhuan'lu'mei'ji'yin 反转录酶基因
'fan'zu'xi'bao 反足细胞
'fang'bao'fei'bang 防暴沸棒
'fang'bo'qi'liu'xing'tai 方波气流型态
'fang'can'zhi'yang 防参止痒
'fang'can'zhi'yang'ke'li 防参止痒颗粒
'fang'chui'sheng 纺锤剩
'fang'chui'si 纺锤丝
'fang'chui'ti 纺锤体
'fang'du'dou'peng 防毒斗篷
'fang'du'xue 防毒靴
'fang'du'zhe 放毒者
'fang'du'zhu 放毒株
'fang'feng'tong'sheng 防风通圣
'fang'feng'tong'sheng'da'mi'wan 防风通圣大蜜丸
'fang'feng'tong'sheng'ke'li 防风通圣颗粒
'fang'feng'tong'sheng'nong'suo'wan 防风通圣浓缩丸
'fang'feng'tong'sheng'san 防风通圣散
'fang'feng'tong'sheng'wan 防风通圣丸
'fang'fu'ji'kang'xue'qing 防腐剂抗血清
'fang'hua'bao'zhang 防化保障
'fang'ji'fu'ling'wan 防己茯苓丸
'fang'ji'guan'jie 防己关节
'fang'ji'guan'jie'wan 防己关节丸
'fang'ji'huang'qi'tang 防己黄芪汤
'fang'ji'liu'suan'zhi'mei 芳基硫酸酯酶
'fang'ke 方克
'fang'she'ceng'xi 放射层析
'fang'she'dui'chen 放射对称
'fang'she'ji'liang 放射剂量
'fang'she'tui'bian 放射蜕变
'fang'she'xian'he'su'shen'tu 放射线核素肾图
'fang'she'xing'biao'ji 放射性标记
'fang'she'xing'chen'ai 放射性尘埃
'fang'she'xing'dian 放射性碘
'fang'she'xing'fen'xi 放射性分析
'fang'she'xing'he'su 放射性核素
'fang'she'xing'kui'yang 放射性溃疡
'fang'she'xing'tan 放射性碳
'fang'she'xing'tong 放射性痛
'fang'she'xing'yao'wu'xue 放射性药物学
'fang'she'yao'ji'xue 放射药剂学
'fang'she'ying'guang'zi'xian'ying 放射荧光自显影
'fang'she'zhi'liao 放射治疗
'fang'she'zhi'shi'huo 放射致失活
'fang'she'zi'xian'ying 放射自显影
'fang'she'zi'xian'ying'jing'ji 放射自显影径迹
'fang'she'zi'xian'ying'zeng'xiao'pen'wu'ji 放射自显影增效喷雾剂
'fang'shi'jie'dong'mai 房室结动脉
'fang'shi'shu 房室束
'fang'shuai'yi'shou 防衰益寿
'fang'shuai'yi'shou'wan 防衰益寿丸
'fang'si'gong'jiao'zhi'qi 方丝弓矫治器
'fang'su 方苏
'fang'wei'su 防卫素
'fang'xi 方希
'fang'xi'bao'nei'ye'xing'ye 仿细胞内液型液
'fang'xi'bao'wai'ye'xing'ye 仿细胞外液型液
'fang'xi'jiao'nang 方希胶囊
'fang'xian'hong'su 放线红素
'fang'xian'jun 放线菌
'fang'xian'jun'su 放线菌素
'fang'xian'jun'tong 放线菌酮
'fang'xian'sai'zuo'suan 放线噻唑酸
'fang'xiang'an 芳香氨
'fang'xiang'an'zhuan'liu'mei 芳香胺转硫酶
'fang'xiang'hua 芳香化
'fang'xiang'hua'zhuo 芳香化浊
'fang'xiang'hui'fa'xing'yao'wu 芳香挥发性药物
'fang'xiang'ji'liu'suan'zhi'mei 芳香基硫酸酯酶
'fang'xiang'ji'zhi'mei 芳香基酯酶
'fang'xiang'shui'ji 芳香水剂
'fang'xing'guan 方形管
'fang'xing'si 方形丝
'fang'yu'fan'she 防御反射
'fang'zhan'zhi 防粘纸
'fang'zhi'bi'yan'pian 防芷鼻炎片
'fang'zhou'nao'ning 方舟脑宁
'fang'zu'hua'he'wu 芳族化合物
'fang'zu'mu 纺足目
'fang'zu'suan 芳族酸
'fei'an 肺安
'fei'an'pian 肺安片
'fei'an'zhi 非氨酯
'fei'bao'san'xiao'pian 肺宝三效片
'fei'bi'nai'fen'cha'ji 啡比萘芬搽剂
'fei'bi'nai'fen'ning'jiao 啡比萘芬凝胶
'fei'bi'nai'fen'pen'wu'ji 啡比萘芬喷雾剂
'fei'bi'nai'fen'rong'ye 啡比萘芬溶液
'fei'bi'nai'fen'ruan'gao 啡比萘芬软膏
'fei'bi'nai'fen'san 啡比萘芬散
'fei'bi'xu'an'ji'suan 非必需氨基酸
'fei'bi'xu'zhi'fang'suan 非必需脂肪酸
'fei'bian'ma'an'ji'suan 非编码氨基酸
'fei'biao'du'shu 非标度树
'fei'bo'dong'guan'zhu 非搏动灌注
'fei'bu'bing'chun 非布丙醇
'fei'bu'bing'chun'jiao'wan 非布丙醇胶丸
'fei'bu'bing'chun'ruan'jiao'nang 非布丙醇软胶囊
'fei'bu'ru'lei'ji'zhui'dong'wu 非哺乳类脊椎动物
'fei'bu'ta'lin'qi'wu'ji 啡布他林气雾剂
'fei'bu'zhang 肺不张
'fei'cuo'gou'liu 肺错构瘤
'fei'da'xi'bao 肥大细胞
'fei'da'xing'jiu'zha'bi 肥大性酒渣鼻
'fei'dan'bai'dan 非蛋白氮
'fei'dan'zhuo'si'li 非单着丝粒
'fei'dao'jian 飞刀剑
'fei'de'xin 菲得欣
'fei'di'wu'you'dao 非底物诱导
'fei'dian'xing'xian'wei'huang 非典型纤维黄
'fei'ding 非丁
'fei'dong'mai'bu'fa'yu 肺动脉不发育
'fei'dong'mai'chuang 肺动脉窗
'fei'dong'mai'gao'ya'wei'xiang 肺动脉高压危象
'fei'dong'mai'xia'zhai 肺动脉狭窄
'fei'dong'mai'zhi'shu 肺动脉指数
'fei'du'qing 肺毒清
'fei'du'qing'pian 肺毒清片
'fei'dui'ying'ti 非对映体
'fei'er 菲而
'fei'er'bao 肥儿宝
'fei'er'bao'ke'li 肥儿宝颗粒
'fei'er'de'jie'gou 费尔德结构
'fei'er'gan'ji 肥儿疳积
'fei'er'gan'ji'ke'li 肥儿疳积颗粒
'fei'er'kou'fu'ye 肥儿口服液
'fei'er'pian 肥儿片
'fei'er'san 肥儿散
'fei'er'tang'jiang 肥儿糖浆
'fei'er'wan 肥儿丸
'fei'fei'ai'si 菲啡艾斯
'fei'fei'jing 啡非净
'fei'fei'na'ding'fen'san'pian 啡非那丁分散片
'fei'fei'na'ding'jiao'nang 啡非那丁胶囊
'fei'fei'na'ding'ke'li 啡非那丁颗粒
'fei'fen'wei'ma 啡酚伪麻
'fei'fen'wei'ma'pian 啡酚伪麻片
'fei'gong'zuo'ce 非工作侧
'fei'gu'hua'xing'xian'wei'liu 非骨化性纤维瘤
'fei'he'pi'mao 肺合皮毛
'fei'hong'su 绯红素
'fei'hou'xing'ban'hen 肥厚性瘢痕
'fei'hou'xing'bian'ping'tai'xian 肥厚性扁平苔藓
'fei'hou'xing'you'men'xia'zhai 肥厚性幽门狭窄
'fei'hua'shi 飞滑石
'fei'huan'shi'guang'he'lin'suan'hua 非环式光合磷酸化
'fei'huan'shi'lin'suan'hua 非环式磷酸化
'fei'huo'ti'yi'zhi 非活体移植
'fei'ji'shi'jia'ban 飞机式夹板
'fei'jian'bing'wei'dian 非简并位点
'fei'jian'zhi'xian'wei'hua 肺间质纤维化
'fei'jiao'tong'xing'nao'ji'shui 非交通性脑积水
'fei'jie'he'dan'hong'su 非结合胆红素
'fei'jie'he'shui'fen 非结合水分
'fei'jie'he'wan 肺结核丸
'fei'jie'mei'ran'se'dan'ti 非姐妹染色单体
'fei'jing'xing 非晶形
'fei'jing'yuan'xi'bao'liu 非精原细胞瘤
'fei'jun'yi'ti'xi 非均一体系
'fei'jun'yun'fen'san 非均匀分散
'fei'ke'an 非可安
'fei'ke'er 菲科尔
'fei'ke'qing 霏刻清
'fei'ke'tan 菲科坦
'fei'ke'xin'kang 菲克芯康
'fei'la'mi'te 非拉米特
'fei'li'ke 肺力咳
'fei'li'ke'he'ji 肺力咳合剂
'fei'li'ke'jiao'nang 肺力咳胶囊
'fei'li'ke'kou'fu'ye 肺力咳口服液
'fei'li'zi'xing 非离子型
'fei'ling'yan'yao 啡灵眼药
'fei'long'duo'ming'wan 飞龙夺命丸
'fei'luo'bei'te 非洛贝特
'fei'luo'bei'te'jiao'nang 非洛贝特胶囊
'fei'luo'bei'te'pian 非洛贝特片
'fei'luo'di'ping 非洛地平
'fei'luo'di'ping'huan'shi'jiao'nang 非洛地平缓释胶囊
'fei'luo'di'ping'huan'shi'pian 非洛地平缓释片
'fei'luo'di'ping'pian 非洛地平片
'fei'men'xue'guan'jie'za 肺门血管结扎
'fei'na'bi'ding 非那吡啶
'fei'na'bing'an 非那丙胺
'fei'na'gen 非那根
'fei'na'xi'ding 非那西丁
'fei'na'xiong'an 非那雄胺
'fei'na'xiong'an'fen'san'pian 非那雄胺分散片
'fei'na'xiong'an'jiao'nang 非那雄胺胶囊
'fei'na'xiong'an'pian 非那雄胺片
'fei'na'zai'an 非那甾胺
'fei'na'zuo'xin 非那佐辛
'fei'nai'xi'lin 非奈西林
'fei'nai'xi'lin'jia 非奈西林钾
'fei'ni'la'min 非尼拉敏
'fei'ning'jiao'nang 肺宁胶囊
'fei'ning'kou'fu'ye 肺宁口服液
'fei'ning'pian 肺宁片
'fei'ning'wan 肺宁丸
'fei'niu'dun'liu'ti 非牛顿流体
'fei'nuo'bei'fei'fen'san'pian 非诺贝啡分散片
'fei'nuo'bei'fei'huan'shi'jiao'nang 非诺贝啡缓释胶囊
'fei'nuo'bei'fei'ju'jue'pian 非诺贝啡咀嚼片
'fei'nuo'bei'te 非诺贝特
'fei'nuo'bei'te'fen'san'pian 非诺贝特分散片
'fei'nuo'bei'te'huan'shi'jiao'nang 非诺贝特缓释胶囊
'fei'nuo'bei'te'huan'shi'xiao'wan 非诺贝特缓释小丸
'fei'nuo'bei'te'jiao'nang 非诺贝特胶囊
'fei'nuo'bei'te'ju'jue'pian 非诺贝特咀嚼片
'fei'nuo'bei'te'pian 非诺贝特片
'fei'nuo'bei'te'wei'fen'ke'li 非诺贝特微粉颗粒
'fei'nuo'duo'pan 非诺多泮
'fei'nuo'fei'wan 非诺啡烷
'fei'nuo'luo'fen 非诺洛芬
'fei'nuo'luo'fen'gai 非诺洛芬钙
'fei'nuo'luo'fen'gai'chang'rong'jiao'nang 非诺洛芬钙肠溶胶囊
'fei'nuo'luo'fen'gai'jiao'nang 非诺洛芬钙胶囊
'fei'nuo'luo'fen'gai'pian 非诺洛芬钙片
'fei'nuo'te'luo 非诺特罗
'fei'pao'hu'xi 肺泡呼吸
'fei'pao'qi 肺泡气
'fei'pao'xing'fei'bu'zhang 肺泡性肺不张
'fei'pu'la'zong 非普拉宗
'fei'pu'la'zong'pian 非普拉宗片
'fei'pu'li 菲普利
'fei'qi'zhong'pian 肺气肿片
'fei'qu'ji'hua 非去极化
'fei're'pu'qing'san 肺热普清散
'fei'rong'ji'fa 非溶剂法
'fei'rong'mao'mo'cu'xing'xian'ji'su 非绒毛膜促性腺激素
'fei'shang'gou'liu 肺上沟瘤
'fei'shu'mei 费舒美
'fei'shuan'sai 肺栓塞
'fei'shui'rong'ji 非水溶剂
'fei'suo'fen'na'ding 菲索芬钠定
'fei'tai'jiao'nang 肺泰胶囊
'fei'te'ai'si 菲特艾斯
'fei'te'yi'xing 非特异性
'fei'teng'pian 飞腾片
'fei'ti'ding'jian 非替定碱
'fei'wai'yang'he 肺外氧合
'fei'wei'xian 肺萎陷
'fei'xin'pian 肺心片
'fei'xin'shi 非信使
'fei'xin'xi'wei'dian 非信息位点
'fei'xin'xia'zhi 肺心夏治
'fei'xin'xia'zhi'jiao'nang 肺心夏治胶囊
'fei'xing'ji 飞行肌
'fei'xiong'xian'yi'lai'xing'kang'yuan 非胸腺依赖性抗原
'fei'xue'liu 肺血流
'fei'xun'chang'guang'xian 非寻常光线
'fei'xun'chang'she'xian 非寻常射线
'fei'xun'huan'lin'suan'hua 非循环磷酸化
'fei'xun'qi 菲讯奇
'fei'yan 非言
'fei'yan'cao'se'su'gan 飞燕草色素苷
'fei'yan'qing're'kou'fu'ye 肺炎清热口服液
'fei'yan'qiu'jun'yi'miao 肺炎球菌疫苗
'fei'yan'san 肺炎散
'fei'yang'cao 飞扬草
'fei'yang'chang'wei'yan'pian 飞扬肠胃炎片
'fei'yi'liao'mei'rong 非医疗美容
'fei'yuan'zhi'ti 非原质体
'fei'yue 菲悦
'fei'zai'shui 肥仔水
'fei'zheng'bei'dan'bei'ti 非整倍单倍体
'fei'zheng'bei'dan'bei'xing 非整倍单倍性
'fei'zheng'bei'ti 非整倍体
'fei'zheng'bei'xing 非整倍性
'fei'zhi'gou'pi 啡制狗皮
'fei'zhi'hua'zhi'fang'suan 非酯化脂肪酸
'fei'zhou'ci'li'su'jiao'nang 非洲刺李素胶囊
'fei'zhou'fang'yi'jian 非洲防已碱
'fei'zhou'qi'xing'ju'he'wu 非周期性聚合物
'fei'zhou'shuo'lian'du'dan'bai 非洲蒴莲毒蛋白
'fei'zhou'tun'guo'mu'ti'qu'wu 非洲臀果木提取物
'fei'zhou'zhao'chan 非洲爪蟾
'fei'zhu'dong'yun'shu 非主动运输
'fei'zi'fen 痱子粉
'fei'zi'shui 痱子水
'fei'zu'dan'bai'dan'bai'zhi 非组蛋白蛋白质
'fei'zu'zhi'te'yi'xing'kang'yuan 非组织特异性抗原
'fen'an'ka'min 酚氨咖敏
'fen'an'ka'min'jiao'nang 酚氨咖敏胶囊
'fen'an'ka'min'ke'li 酚氨咖敏颗粒
'fen'an'ka'min'pian 酚氨咖敏片
'fen'bei'xi'lin 芬贝西林
'fen'bei'xi'lin'jia 芬贝西林钾
'fen'bi'ka'huan 分臂卡环
'fen'bi'xie 粉萆薢
'fen'bian'ming 酚苄明
'fen'bian'ming'pian 酚苄明片
'fen'bian'ming'zhu'she'ye 酚苄明注射液
'fen'bian'qian'sai 粪便嵌塞
'fen'bu'fen 芬布芬
'fen'bu'fen'jiao'nang 芬布芬胶囊
'fen'bu'fen'pian 芬布芬片
'fen'bu'lin'yuan 粪卟啉原
'fen'bu'zhi 芬布酯
'fen'bu'zhi'pu'tu 分部质谱图
'fen'cha'mu'zhi 分叉拇指
'fen'cha'she 分叉舌
'fen'cha'xing'shen'yu 分叉型肾盂
'fen'cha'xing'shu'niao'guan 分叉型输尿管
'fen'chen'man 粉尘螨
'fen'chen'man'zhu'she'ye 粉尘螨注射液
'fen'chu'qun 分出群
'fen'ci'kou'fu'ye 粉刺口服液
'fen'di'ning 芬迪宁
'fen'dian'lv'an 酚碘氯胺
'fen'ding 酚丁
'fen'ding'an'cha'ji 酚丁安搽剂
'fen'duan'chen'dian 分段沉淀
'fen'duan'yin'mo 分段印模
'fen'fang'ji'jian 粉防己碱
'fen'fu'la'ming 芬氟拉明
'fen'fu'la'ming'pian 芬氟拉明片
'fen'gan'you 酚甘油
'fen'gan'you'di'er'ye 酚甘油滴耳液
'fen'ge 粉葛
'fen'ge'gen 粉葛根
'fen'hong 酚红
'fen'hong'pai'xie'dao'zhi 酚红排泄倒置
'fen'hua'qun'kang'yuan 分化群抗原
'fen'hua'yi'zhi 分化抑制
'fen'hua'you'dao'ji 分化诱导剂
'fen'huang'tai 酚磺酞
'fen'huang'tai'zhu'she'ye 酚磺酞注射液
'fen'huang'yi'an 酚磺乙胺
'fen'huang'yi'an'lv'hua'na 酚磺乙胺氯化钠
'fen'huang'yi'an'lv'hua'na'zhu'she'ye 酚磺乙胺氯化钠注射液
'fen'huang'yi'an'pian 酚磺乙胺片
'fen'huang'yi'an'pu'tao'tang'zhu'she'ye 酚磺乙胺葡萄糖注射液
'fen'huang'yi'an'zhu'she'ye 酚磺乙胺注射液
'fen'ji'fen'li 分级分离
'fen'ji'li'xin 分级离心
'fen'ji'liang 分剂量
'fen'ji'liang'san'ji 分剂量散剂
'fen'ji'song 粉肌松
'fen'ji'ti'du'xi'tuo 分级梯度洗脱
'fen'ji'xi'tuo 分级洗脱
'fen'ji'zheng'liu 分级蒸馏
'fen'jie'dai'xie 分解代谢
'fen'jie'dai'xie'chan'wu 分解代谢产物
'fen'jie'dai'xie'wu'ji'yin'huo'hua'dan'bai 分解代谢物基因活化蛋白
'fen'jie'dai'xie'wu'zu'e 分解代谢物阻遏
'fen'jie'zuo'yong 分解作用
'fen'ka 酚咖
'fen'ka'ke'li 酚咖颗粒
'fen'ka'ma'min 酚咖麻敏
'fen'ka'ma'min'jiao'nang 酚咖麻敏胶囊
'fen'ka'pian 酚咖片
'fen'kan'fa'ming 芬坎法明
'fen'kang'ti 粪抗体
'fen'le 纷乐
'fen'li'jun 分离菌
'fen'li'ma'zui 分离麻醉
'fen'li'wu 分离物
'fen'lie'bu'fen'li 分裂不分离
'fen'lie'mian 分裂面
'fen'lie'nai'shou 分裂耐受
'fen'lie'shou 分裂手
'fen'lie'xiang 分裂象
'fen'lie'yuan 分裂原
'fen'liu'fen'shu 分流分数
'fen'liu'wu 分馏物
'fen'lou 粪瘘
'fen'lv'ying'su'jian 粉绿罂粟碱
'fen'ma'mei 酚麻美
'fen'ma'mei'min 酚麻美敏
'fen'ma'mei'min'hun'xuan'ye 酚麻美敏混悬液
'fen'ma'mei'min'jiao'nang 酚麻美敏胶囊
'fen'ma'mei'min'ju'jue'pian 酚麻美敏咀嚼片
'fen'ma'mei'min'ke'li 酚麻美敏颗粒
'fen'ma'mei'min'kou'fu'ye 酚麻美敏口服液
'fen'ma'mei'min'pian 酚麻美敏片
'fen'ma'mei'ruan'jiao'nang 酚麻美软胶囊
'fen'mei 酚酶
'fen'mei'qu'qin 芬美曲秦
'fen'mei'yu'wei'ma 酚美愈伪麻
'fen'mei'yu'wei'ma'kou'fu'ye 酚美愈伪麻口服液
'fen'mi'cheng'fen 分泌成分
'fen'mi'pian 分泌片
'fen'mi'pian'duan 分泌片段
'fen'mi'qi 分泌器
'fen'mi'que'fa 分泌缺乏
'fen'mi'su 分泌素
'fen'mi'zai'ti 分泌载体
'fen'ming'wei'ma'pian 酚明伪麻片
'fen'nai'jing 奋乃静
'fen'nai'jing'cu'zhi 奋乃静醋酯
'fen'nai'jing'pian 奋乃静片
'fen'nai'jing'zhu'she'ye 奋乃静注射液
'fen'ni'da 芬尼达
'fen'pu'lei'si 芬普雷司
'fen'qi'qie'chu 分期切除
'fen'qi'xiu'fu 分期修复
'fen'qing'bie'zhuo 分清别浊
'fen'qing'wu'lin 分清五淋
'fen'qing'wu'lin'wan 分清五淋丸
'fen'qing'zhi'lin 分清止淋
'fen'rui'huang'yang'chun'jian 粉蕊黄杨醇碱
'fen'san'fa 分散法
'fen'san'ji 分散剂
'fen'san'ti 分散体
'fen'san'xiang 分散相
'fen'san'xiang'nei'xiang 分散相内相
'fen'san'xiang'zhi'dian 分散相质点
'fen'sheng'bao'zi'geng 分生孢子梗
'fen'sheng'zu'zhi 分生组织
'fen'shi'tang'song'cao'jian 芬式唐松草碱
'fen'si'ding 芬司丁
'fen'si'pi'li 芬司匹利
'fen'si'ting 芬司汀
'fen'sui'ti'ji 粉碎体积
'fen'tai 酚酞
'fen'tai'han'pian 酚酞含片
'fen'tai'ni 芬太尼
'fen'tai'ni'tou'pi'tie'ji 芬太尼透皮贴剂
'fen'tai'ni'tou'pi'tie'ji'duo'rui'ji 芬太尼透皮贴剂多瑞吉
'fen'tai'ni'zhu'she'ye 芬太尼注射液
'fen'tai'pian 酚酞片
'fen'tai'shuan 酚酞栓
'fen'tai'tang 酚酞糖
'fen'te'rou'ya'yang'liu 芬特肉芽样瘤
'fen'ti'kang'zuo 芬替康唑
'fen'ti'xue 粉体学
'fen'tiao'er'cai 粉条儿菜
'fen'tuo'la'ming 酚妥拉明
'fen'tuo'la'ming'fen'san'pian 酚妥拉明分散片
'fen'tuo'la'ming'zhu'she'ye 酚妥拉明注射液
'fen'wu'ji 粉雾剂
'fen'xi'ceng'xi 分析层析
'fen'xi'wu 分析物
'fen'xi'zhu 分析柱
'fen'xue'qi 分血器
'fen'ya'qi 分牙器
'fen'ye'gan 分叶肝
'fen'ye'pi'ban 分叶皮瓣
'fen'yi'an'tong 酚异胺酮
'fen'yi'ceng 粉衣层
'fen'yi'cha'jian 芬乙茶碱
'fen'zai'tong 粪甾酮
'fen'zai'wan 粪甾烷
'fen'zai'wan'tong 粪甾烷酮
'fen'zai'xi'chun 粪甾烯醇
'fen'zai'xi'tong 粪甾烯酮
'fen'zhi'gan'jun'xing'kui'yang 分枝杆菌性溃疡
'fen'zhi'jun'zuo'ji 分枝菌佐剂
'fen'zhi'mei 分支酶
'fen'zhi'suan 分支酸
'fen'zhi'yin'zi 分支因子
'fen'zi'bing 分子病
'fen'zi'ke'long 分子克隆
'fen'zi'mo'xing'hua 分子模型化
'fen'zi'nang 分子囊
'fen'zi'nei'jian'jie 分子内剪接
'fen'zi'rong'jie 分子熔解
'fen'zi'rong'ye 分子溶液
'fen'zi'xing 分子性
'fen'zi'za'jiao 分子杂交
'fen'zi'za'jiao'fan'ying'zhong 分子杂交反应中
'fen'zi'za'zhong 分子杂种
'feng'ban 峰板
'feng'bi'fan'ying'mao 封闭反应帽
'feng'bi'yin'zi 封闭因子
'feng'can'yi'qi'ding 蜂参益气锭
'feng'chun 葑醇
'feng'da'qi 锋达齐
'feng'du'ming'tai 蜂毒明肽
'feng'du'zhu'she'ye 蜂毒注射液
'feng'hai'gan 丰海甘
'feng'hai'neng 丰海能
'feng'han'gan'mao'ke'li 风寒感冒颗粒
'feng'han'gan'mao'ning 风寒感冒宁
'feng'han'gan'mao'ning'ke'li 风寒感冒宁颗粒
'feng'han'gu'tong 风寒骨痛
'feng'han'gu'tong'wan 风寒骨痛丸
'feng'han'ke'sou 风寒咳嗽
'feng'han'ke'sou'ke'li 风寒咳嗽颗粒
'feng'han'ke'sou'wan 风寒咳嗽丸
'feng'han'sha 风寒砂
'feng'han'sha'yun'ji 风寒砂熨剂
'feng'han'shuang'li'guai 风寒双离拐
'feng'han'shuang'li'guai'jiao'nang 风寒双离拐胶囊
'feng'han'shuang'li'guai'pian 风寒双离拐片
'feng'han'zhi'tong'gao 风寒止痛膏
'feng'he'chu'bi 枫荷除痹
'feng'he'chu'bi'ding 枫荷除痹酊
'feng'he'wen'he 缝合吻合
'feng'hua'suan 蜂花酸
'feng'huang'jian'er'ling 蜂皇健儿灵
'feng'huang'tai 蜂皇胎
'feng'huang'tai'jiao'nang 蜂皇胎胶囊
'feng'huang'tai'pian 蜂皇胎片
'feng'huang'yi 凤凰衣
'feng'huo'yan'yao 风火眼药
'feng'jiao'kou'qiang'mo 蜂胶口腔膜
'feng'jiao'pian 蜂胶片
'feng'jiao'ya'tai 蜂胶牙泰
'feng'jiao'ya'tai 峰胶牙泰
'feng'jiao'ya'tong 蜂胶牙痛
'feng'jiao'ya'tong'ding 蜂胶牙痛酊
'feng'ke 锋克
'feng'ke'nai 锋可耐
'feng'la'chun 蜂蜡醇
'feng'la'su 蜂蜡素
'feng'la'su'jiao'nang 蜂蜡素胶囊
'feng'lang 风朗
'feng'le'xing'feng'shi'die'da 冯了性风湿跌打
'feng'le'xing'feng'shi'die'da'yao'jiu 冯了性风湿跌打药酒
'feng'liao 枫蓼
'feng'liao'chang'wei'kang 枫蓼肠胃康
'feng'liao'chang'wei'kang'jiao'nang 枫蓼肠胃康胶囊
'feng'liao'chang'wei'kang'ke'li 枫蓼肠胃康颗粒
'feng'liao'chang'wei'kang'kou'fu'ye 枫蓼肠胃康口服液
'feng'liao'chang'wei'kang'pian 枫蓼肠胃康片
'feng'liao'ke'li 枫蓼颗粒
'feng'lin 奉林
'feng'ling 枫苓
'feng'ling'kou'fu'ye 枫苓口服液
'feng'lun'zhi'xue 风轮止血
'feng'luo'tong 风络痛
