# 生成工具 https://github.com/whitewatercn/rimetool
# 生成时间 2025-02-18_11-10-10
---
'f'yi FⅠ
'ban'yue'ban'song'chi 半月板松弛
'ban'yue'ban'sun'shang 半月板损伤
'ban'yue'ban'zheng'zhong 半月板正中
'ban'yue'gu'gu'zhe 半月骨骨折
'ban'yue'lie'kong 半月裂孔
'ban'yue'shen'jing'jie 半月神经节
'ban'yue'shen'jing'jie'qie'chu'shu 半月神经节切除术
'ban'yue'xian'shan 半月线疝
'ban'yue'zhou'bi 半月皱襞
'ban'yue'zhuang'bao'zi'ti 半月状抱子体
'ban'yue'zong'he'zheng 半月综合征
'ban'zhen'shang'han 斑疹伤寒
'ban'zhen'shang'han'fu'xing 斑疹伤寒腹型
'ban'zhen'shang'han'kang'ti'ce'ding 斑疹伤寒抗体测定
'ban'zhen'shang'han'lei 斑疹伤寒类
'ban'zhen'shang'han'sheng'bao'luo 斑疹伤寒圣保罗
'ban'zhen'shang'han'shu'xing 斑疹伤寒鼠型
'ban'zhen'shang'han'xiao'jie 斑疹伤寒小结
'ban'zhen'shang'han'yang'chong're 斑疹伤寒恙虫热
'ban'zhen'shang'han'zhen'duan'kang'yuan 斑疹伤寒诊断抗原
'ban'zhen'shang'han'zhen'duan'xue'qing 斑疹伤寒诊断血清
'ban'zhen'xing'ma'feng 斑疹性麻风
'ban'zhi'ji'xing 半肢畸形
'ban'zhi'jun'gang 半知菌纲
'ban'zhi'jun'men 半知菌门
'ban'zhi'lian 半支莲
'ban'zhi'lian 半枝莲
'ban'zhi'lian'pian 半枝莲片
'ban'zhi'si'ji'yin 半致死基因
'ban'zhi'xing'cuo'gou'liu'bing 斑痣性错构瘤病
'ban'zhong'ban'ren'gong'ban'zhi'ru'shu 瓣中瓣人工瓣植入术
'ban'zhou'lou'xiu'bu'shu 瓣周漏修补术
'ban'zhuang'dian'fen'yang'bian 斑状淀粉样变
'ban'zhuang'kang'zhen 斑状糠疹
'ban'zhuang'lei'yin'xie'bing 斑状类银屑病
'ban'zhuang'pi'fu'wei'suo 斑状皮肤萎缩
'ban'zhuang'wei'suo 斑状萎缩
'ban'zhuang'wei'suo'xing'pi'yan 斑状萎缩性皮炎
'ban'zhuang'ying'ban'bing 斑状硬斑病
'ban'zhuang'ying'yang'bu'liang 斑状营养不良
'ban'zhui'qie'chu'he'bing'zhi'gu'shu 半椎切除合并植骨术
'ban'zhui'ti'ji'xing 半椎体畸形
'ban'zhui'ti'qie'chu'rong'he'shu 半椎体切除融合术
'ban'zhui'ti'qie'chu'shu 半椎体切除术
'bang'bei'yi 邦贝益
'bang'chuan'nai'xin 邦川乃新
'bang'de'bu'lang'san'shi'zong'he'zheng 邦德布朗三氏综合症
'bang'de'bu'san'shi'zong'he'zheng 邦德布三氏综合症
'bang'de'mei 邦德美
'bang'de'xiao'mu'bu'san'shi'zong'he'zheng 邦德肖姆布三氏综合症
'bang'di'bu'san'shi'zong'he'zheng 邦迪布三氏综合症
'bang'di'pai'chuang'ke'tie 邦迪牌创可贴
'bang'huo'xing'wei'guan'cha 帮伙行为观察
'bang'ke'shu 邦可舒
'bang'lai'li'xin 邦来立欣
'bang'luo'li'bo'li'an'bu 邦罗力玻璃安瓿
'bang'ni'te'de'bu'san'shi'zong'he'zheng 邦尼特德布三氏综合症
'bang'ni'wei'wu'er'shi'zong'he'zheng 邦尼维乌二氏综合症
'bang'ni'yan'xiao 邦尼严消
'bang'ning'sha'ji 邦宁沙吉
'bang'suan'jia'qiang'an'bian'qing'mei'su 棒酸钾羟氨苄青霉素
'bang'wei'er'san'jiao 邦威尔三角
'bang'wu'er'li'ke'er'shi'zong'he'zheng 邦乌尔里克二氏综合症
'bang'wu'er'shi'zhuang'tai 邦乌二氏状态
'bang'wu'er'shi'zong'he'zheng 邦乌二氏综合症
'bang'wu'te'san'shi'zong'he'zheng 邦乌特三氏综合症
'bang'xiao'an 邦消安
'bang'zhi'lin'xin 邦止林新
'bang'zhuang'bing'du 棒状病毒
'bang'zhuang'bing'du'ke 棒状病毒科
'bang'zhuang'gan'jun 棒状杆菌
'bang'zhuang'gan'jun'jian'ding'shi'ji'tiao 棒状杆菌鉴定试剂条
'bang'zhuang'gan'jun'shu 棒状杆菌属
'bang'zhuang'shi'jun'ti 棒状噬菌体
'bao'a'er'shi'xiang'pi'zhang'jia'qian 鲍阿二氏橡皮障夹钳
'bao'an'wan'ling 保安万灵
'bao'an'wan'ling'dan 保安万灵丹
'bao'an'wan'ling'dan'wan 保安万灵丹丸
'bao'an'wan'ling'wan 保安万灵丸
'bao'ban'ceng'jie'gou 薄板层结构
'bao'ban'zhuang'bai'dian'feng 豹斑状白癜风
'bao'bao'le'ke'li 宝宝乐颗粒
'bao'bao'le'xiao'er'jian'pi'ke'li 宝宝乐小儿健脾颗粒
'bao'bao'niu'huang'san 宝宝牛黄散
'bao'bao'shi'zhen'gao 宝宝湿疹膏
'bao'bao'yi'tie'ling 宝宝一贴灵
'bao'bao'zhu'zhang'su 宝宝助长素
'bao'bei'xiao'pao 包被小泡
'bao'bi'xian'er'tai 胞壁酰二肽
'bao'bi'xian'er'tai'lei 胞壁酰二肽类
'bao'ceng'ceng'xi'fa 薄层层析法
'bao'ceng'dian'yong 薄层电泳
'bao'ceng'pei'yang 薄层培养
'bao'ceng'sao'miao 薄层扫描
'bao'ceng'se'pu'fa 薄层色谱法
'bao'chan'wu'you'san 保产无忧散
'bao'chi'xing'fu'shu 保持性复述
'bao'chi'yi'li'jin'san 保赤一粒金散
'bao'chi'yi'li'jin'wan 保赤一粒金丸
'bao'chong'bing'ji'qiu'you'bing 包虫病棘球蚴病
'bao'chong'su'zhu 保虫宿主
'bao'cun'su'zhu 保存宿主
'bao'dan'jian'su 保胆健素
'bao'dao'ji'yin 报道基因
'bao'di'an'ming 宝滴氨命
'bao'en'yang'qiu'zhen'bing 鲍恩样丘疹病
'bao'er'an'chong'ji 保儿安冲剂
'bao'er'an'ke'li 保儿安颗粒
'bao'er'kang'san 宝儿康散
'bao'er'kang'tang'jiang 宝儿康糖浆
'bao'er'kang'wang 葆儿康王
'bao'er'lin'dan'jian'na 胞二磷胆碱钠
'bao'er'lin'dan'jian'na'zhu'she'ye 胞二磷胆碱钠注射液
'bao'er'lin'dan'jian'zhu'she'ye 胞二磷胆碱注射液
'bao'er'ning'ke'li 保儿宁颗粒
'bao'er'ning'kou'fu'ye 保儿宁口服液
'bao'er'ning'tang'jiang 保儿宁糖浆
'bao'er'tong'heng'te'shi'ji 鲍尔通亨特试剂
'bao'fa'xing'fei'yan 暴发性肺炎
'bao'fa'xing'huo'luan 暴发型霍乱
'bao'fa'xing'li'ji 暴发型痢疾
'bao'fa'xing'sheng'zhi'qi'huai'ju 暴发性生殖器坏疽
'bao'fa'xing'zi'dian 暴发性紫癜
'bao'fa'xing'zi'dian'wo'fu'zong'he'zheng 暴发性紫癜沃弗综合症
'bao'fa'yi'qing 暴发疫情
'bao'feng'ke're'bing 暴风客热病
'bao'fu'kang'ning'jiao 保妇康凝胶
'bao'fu'kang'pao'mo'ji 保妇康泡沫剂
'bao'fu'kang'shuan 保妇康栓
'bao'fu'shui'ping 抱负水平
'bao'gan'bao'gan'niao'piao'ling'niao'piao'ling 胞苷胞苷鸟嘌呤鸟嘌呤
'bao'gan'huan'yi'lin'suan'yan 胞苷环一磷酸盐
'bao'gan'kou'fu'ye 保肝口服液
'bao'gan'lin'suan 胞苷磷酸
'bao'gan'lin'suan'yi'xian'shen'jing'an'suan 胞苷磷酸乙酰神经氨酸
'bao'gan'niao'gan'gua 胞苷尿苷胍
'bao'gan'san'lin'suan 胞苷三磷酸
'bao'gan'suan'na 胞苷酸钠
'bao'gong'han'ning'zheng 胞宫寒凝证
'bao'gong'xu'han'zheng 胞宫虚寒证
'bao'gong'zhi'xue 葆宫止血
'bao'gong'zhi'xue'ke'li 葆宫止血颗粒
'bao'gu'huo'luo 豹骨活络
'bao'gu'huo'luo'wan 豹骨活络丸
'bao'gu'mu'gua 豹骨木瓜
'bao'gu'mu'gua'jiu 豹骨木瓜酒
'bao'gu'zhui'feng'gao 豹骨追风膏
'bao'guo'er'shi'shi'yan 鲍果二氏试验
'bao'guo'xing'qi'xiong 包裹性气胸
'bao'guo'xing'xin'bao'ji'ye 包裹性心包积液
'bao'guo'xing'xiong'mo'yan 包裹性胸膜炎
'bao'guo'xing'xiong'qiang'ji'ye 包裹性胸腔积液
'bao'hai'er'shi'xue'shuo 鲍海二氏学说
'bao'han'nang'zhong 包涵囊肿
'bao'he'ju'jue'pian 保和咀嚼片
'bao'he'ke'li 保和颗粒
'bao'he'kou'fu'ye 保和口服液
'bao'he'nong'suo'wan 保和浓缩丸
'bao'he'wan 保和丸
'bao'he'wan'da'mi'wan 保和丸大蜜丸
'bao'he'wan'nong'suo'wan 保和丸浓缩丸
'bao'he'wan'shui'wan 保和丸水丸
'bao'he'zhi'fang'suan 饱和脂肪酸
'bao'hu'xing'kang'ti 保护性抗体
'bao'hu'xing'kang'yuan 保护性抗原
'bao'hu'xing'mian'yi 保护性免疫
'bao'hu'yi'gan'ren'qun 保护易感人群
'bao'hu'yi'gan'zhe 保护易感者
'bao'ji'kou'fu'ye 保济口服液
'bao'ji'nong'suo'wan 保济浓缩丸
'bao'jian'lian'si 胞间连丝
'bao'jian'wai'fan'bing 胞睑外翻病
'bao'jian'yun'shu 胞间运输
'bao'jiang'jie'he'dan'bai 胞浆结合蛋白
'bao'jiang'su'yi'zhi'ji 胞浆素抑制剂
'bao'ke'ning'ke'li 宝咳宁颗粒
'bao'ke'ning'tang'jiang 宝咳宁糖浆
'bao'li'an'pian 葆利安片
'bao'li'er'jiao'nang 保利尔胶囊
'bao'li'qian'yin 暴力牵引
'bao'lie'gu'zhe 爆裂骨折
'bao'lie'xing'gu'zhe 爆裂性骨折
'bao'lin'ba'liu 胞淋巴瘤
'bao'lin'dan'jian 胞磷胆碱
'bao'lin'dan'jian'na 胞磷胆碱钠
'bao'lin'dan'jian'na'ji'gan 胞磷胆碱钠肌苷
'bao'lin'dan'jian'na'jiao'nang 胞磷胆碱钠胶囊
'bao'lin'dan'jian'na'lv'hua'na 胞磷胆碱钠氯化钠
'bao'lin'dan'jian'na'pian 胞磷胆碱钠片
'bao'lin'dan'jian'na'pu'tao'tang 胞磷胆碱钠葡萄糖
'bao'lin'dan'jian'na'zhu'she'ye 胞磷胆碱钠注射液
'bao'ling'gan'dan'hu'li 宝灵肝胆护理
'bao'ling'tuo'li'er 宝龄托利儿
'bao'ling'yun'bao'kou'fu'ye 保灵孕宝口服液
'bao'liu'hou'jiao'cha'ren'dai'guan'jie 保留后交叉韧带关节
'bao'liu'hou'jiao'cha'ren'dai'xi'guan'jie 保留后交叉韧带膝关节
'bao'lu'liao'fa 暴露疗法
'bao'lu'liao'fa'he'ban'bao'lu'liao'fa 暴露疗法和半暴露疗法
'bao'lu'ren'qun 暴露人群
'bao'lu'xing'jiao'mo'jie'mo'yan 暴露性角膜结膜炎
'bao'lun'zhen'tiao'bing 胞轮振跳病
'bao'luo'bang'nei'er'fan'ying 保罗邦内尔反应
'bao'luo'bang'nei'er'kang'ti 保罗邦内尔抗体
'bao'luo'bang'nei'er'shi'yan 保罗邦内尔试验
'bao'luo'bu'nai'er'er'shi'shi'yan 保罗布耐尔二氏试验
'bao'ma'zi 暴马子
'bao'mai'cai'mo'xing 包埋材模型
'bao'man'bi'er'ke'yi'zhi'ji 包曼毕尔克抑制剂
'bao'man'bo'ke'dan'bai'mei'yi'zhi'ji 鲍曼伯克蛋白酶抑制剂
'bao'man'bo'ke'yi'zhi'ji 鲍曼伯克抑制剂
'bao'mi'ding'he'gan'suan'na 胞嘧啶核苷酸钠
'bao'mi'ding'jia'ji'mei 胞嘧啶甲基酶
'bao'mi'ding'jia'ji'mei'lei 胞嘧啶甲基酶类
'bao'mi'ding'jia'ji'zhuan'yi'mei 胞嘧啶甲基转移酶
'bao'mi'ding'xian'mi'ding'xian'piao'ling 胞嘧啶腺嘧啶腺嘌呤
'bao'mo'dan'bai 包膜蛋白
'bao'mo'dan'bai'ji'yin 包膜蛋白基因
'bao'mo'dan'bai'zhi 包膜蛋白质
'bao'mo'luan'suo 包膜挛缩
'bao'mo'shou'tao 薄膜手套
'bao'mo'tang'dan'bai 包膜糖蛋白
'bao'mo'tu'pian 薄膜涂片
'bao'mo'xia'shen'qie'chu'shu 包膜下肾切除术
'bao'mu'ming'yan'ye 保目明眼液
'bao'mu'xi'bao 孢母细胞
'bao'nang'bao'zi 胞囊孢子
'bao'nei'gong'sheng 胞内共生
'bao'nei'xiao'guan 胞内小管
'bao'nei'yun'shu 胞内运输
'bao'ning'ban'xia 保宁半夏
'bao'ning'ban'xia'qu 保宁半夏曲
'bao'pi'ban'hen 包皮瘢痕
'bao'pi'bei'ce'qie'kai'shu 包皮背侧切开术
'bao'pi'bian'ying'xing'shui'zhong 包皮变应性水肿
'bao'pi'e'xing'zhong'liu 包皮恶性肿瘤
'bao'pi'gui'tou'yan 包皮龟头炎
'bao'pi'guo'chang 包皮过长
'bao'pi'guo'jin 包皮过紧
'bao'pi'huan'qie'shu 包皮环切术
'bao'pi'liang'xing'zhong'liu 包皮良性肿瘤
'bao'pi'nang'zhong 包皮囊肿
'bao'pi'qian'dun 包皮嵌顿
'bao'pi'quan'tao 包皮圈套
'bao'quan'yang'dian 包醛氧淀
'bao'quan'yang'dian'fen 包醛氧淀粉
'bao'quan'yang'dian'fen'jiao'nang 包醛氧淀粉胶囊
'bao'quan'yang'dian'fen'san 包醛氧淀粉散
'bao'rao'xing'gao'wan'shui'nang'zhong 包绕性睾丸水囊肿
'bao'rao'xing'qiao'mo'ji'ye 包绕性鞘膜积液
'bao'rou'zhan'lun'bing 胞肉粘轮病
'bao'shen'kang'pian 保肾康片
'bao'sheng'tan'he'bing 胞生痰核病
'bao'shi'zhi'he'jun'li'ji 鲍氏志贺菌痢疾
'bao'shou'jing'kong'zheng 暴受惊恐证
'bao'shou'liao'fa 保守疗法
'bao'shou'xing'ju'jiao 保守性聚焦
'bao'si'te'ya'er'shi'shang'pi'liu 鲍斯特雅二氏上皮瘤
'bao'tai'ling'jiao'nang 保胎灵胶囊
'bao'tai'ling'pian 保胎灵片
'bao'tai'ling'pian'tang'yi 保胎灵片糖衣
'bao'tai'song'pian 保泰松片
'bao'tai'song'pian'tang'yi 保泰松片糖衣
'bao'tai'wu'you'pian 保胎无忧片
'bao'tai'wu'you'san 保胎无忧散
'bao'ti'bao'ti'shi'tu'chu 胞体胞体式突触
'bao'ti'shu'tu'feng'dian'wei 胞体树突锋电位
'bao'tian'shi'zeng'fei'wan 宝田氏增肥丸
'bao'tong'hua'tan 保童化痰
'bao'tong'hua'tan'wan 保童化痰丸
'bao'tu'zuo'yong 胞吐作用
'bao'tun'zuo'yong 胞吞作用
'bao'wai'lian'si 胞外连丝
'bao'wei'er'shi'shou'shu 鲍韦二氏手术
'bao'wei'jiao'nang 保胃胶囊
'bao'wei'xi'bao 保卫细胞
'bao'wen'yang'qiu'zhen'bing 鲍温样丘疹病
'bao'xian'fei'yong'zhuan'rang 保险费用转让
'bao'xian'xuan'ze 保险选择
'bao'xian'zeng'jia'xuan'ze 保险增加选择
'bao'xin'ning'jiao'nang 保心宁胶囊
'bao'xin'ning'pian 保心宁片
'bao'xu'ru'qiu'bing 胞虚如球病
'bao'ya'da'song'er'shi'shang'pi'liu 鲍雅达松二氏上皮瘤
'bao'ya'er'shi'biao'pi'nei'shang'pi'liu 鲍雅二氏表皮内上皮瘤
'bao'ya'er'shi'shang'pi'liu 鲍雅二氏上皮瘤
'bao'ye'xue'lian 苞叶雪莲
'bao'yi'bu'xia 胞衣不下
'bao'yi'bu'xia'bing 胞衣不下病
'bao'yin'zuo'yong 胞饮作用
'bao'ying'duo'ming'san 保婴夺命散
'bao'ying'yao'gao 保英药膏
'bao'ying'yao'gao 宝婴药膏
'bao'you'hua'feng'dan 保幼化风丹
'bao'yu'pei'yang 保育培养
'bao'yuan'xi'bao 孢原细胞
'bao'za'liao'fa 包扎疗法
'bao'zha'xing'er'long'sheng'chuang'shang'xing'long 爆炸性耳聋声创伤性聋
'bao'zhen'xiang'jiao'gao 宝珍橡胶膏
'bao'zhi'fen'lie 胞质分裂
'bao'zhi'huan'liu 胞质环流
'bao'zhi'ju'bu'fen'lie 胞质局部分裂
'bao'zhi'nei'bao'han'ti 胞质内包涵体
'bao'zhi'rong'jiao 胞质溶胶
'bao'zhi'yun'dong 胞质运动
'bao'zhi'za'zhong 胞质杂种
'bao'zhong'ru'tao'bing 胞肿如桃病
'bao'zhuang'que'xian'tu'bian'ti 包装缺陷突变体
'bao'zhuang'xi'bao'zhu 包装细胞株
'bao'zhuang'xin'hao 包装信号
'bao'zi'chong'gang 孢子虫纲
'bao'zi'chong'lei 孢子虫类
'bao'zi'fa'sheng 孢子发生
'bao'zi'jia'mo 孢子荚膜
'bao'zi'jian'shu'fen'lie 孢子减数分裂
'bao'zi'mu'xi'bao 孢子母细胞
'bao'zi'pi'ceng 孢子皮层
'bao'zi'san'bu 孢子散布
'bao'zi'sheng'zhi 孢子生殖
'bao'zi'si'jun'bing 孢子丝菌病
'bao'zi'si'jun'shu'dan'bai'mei 孢子丝菌属蛋白酶
'bao'zi'si'jun'xue'qing'xue'shi'yan 孢子丝菌血清学试验
'bao'zi'ti'bu'qin'he'xing 孢子体不亲和性
'bao'zi'tong'xing 孢子同型
'bao'zi'xing'cheng 孢子形成
'bao'zi'xing'cheng'zhou'qi 孢子形成周期
'bao'zi'yi'xing 孢子异型
'bao'zi'zhi'wu'lei 孢子植物类
'bao'zi'zhong'bi 孢子中壁
'bao'zong'he'zheng 豹综合征
'bei'a'de'a'er'po'te'zhen'kong'ji 贝阿德阿尔珀特真空计
'bei'a'er'shi'gu'ding'qian'kai'qi 贝阿二氏固定牵开器
'bei'ai'fan'ying 悲哀反应
'bei'ban'fei'lan'xi 倍半菲兰烯
'bei'ban'shui'qin'xi 倍半水芹烯
'bei'bei'xing'ren'ge'zhang'ai 悖备型人格障碍
'bei'ben'er'shi'shi'yan 贝本二氏试验
'bei'bing'zhi 棓丙酯
'bei'bing'zhi'lv'hua'na 棓丙酯氯化钠
'bei'bing'zhi'lv'hua'na'zhu'she'ye 棓丙酯氯化钠注射液
'bei'bing'zhi'pu'tao'tang 棓丙酯葡萄糖
'bei'bing'zhi'pu'tao'tang'zhu'she'ye 棓丙酯葡萄糖注射液
'bei'bing'zhi'zhu'she'ye 棓丙酯注射液
'bei'bo'er'shi'bing 贝伯二氏病
'bei'bo'er'shi'shou'shu 贝博二氏手术
'bei'bo'ke'er'shi'bing 贝伯克二氏病
'bei'bo'ke'shao'man'san'shi'bing 贝伯克绍曼三氏病
'bei'bo'ke'shao'san'shi'bing 贝伯克绍三氏病
'bei'bo'shao'man'san'shi'bing 贝伯绍曼三氏病
'bei'bo'shao'san'shi'bing 贝伯绍三氏病
'bei'bo'xiao'san'shi'bing 贝伯肖三氏病
'bei'bo'xiao'zong'he'zheng 贝伯肖综合征
'bei'bu'cuo'shang 背部挫伤
'bei'bu'er'shi'xian'xiang 贝布二氏现象
'bei'bu'gan'ran'xing'dou'dao 背部感染性窦道
'bei'bu'hu'li 背部护理
'bei'bu'ji'bing 背部疾病
'bei'bu'ji'zhu'lie 背部脊柱裂
'bei'bu'ji'zhu'lie'ban'you'nao'ji'shui 背部脊柱裂伴有脑积水
'bei'bu'jiao'jie'e'xing'zhong'liu 背部交界恶性肿瘤
'bei'bu'jie'di'zu'zhi'liang'xing'zhong'liu 背部结缔组织良性肿瘤
'bei'bu'kai'fang'xing'shang'kou 背部开放性伤口
'bei'bu'lu'ke'er'shi'xian'xiang 贝布鲁克二氏现象
'bei'bu'nong'zhong 背部脓肿
'bei'bu'pi'fu'liang'xing'zhong'liu 背部皮肤良性肿瘤
'bei'bu'ruan'zu'zhi'sun'shang 背部软组织损伤
'bei'bu'shang'kou'qing'chuang'shu 背部伤口清创术
'bei'bu'tan'xing'xian'wei'liu 背部弹性纤维瘤
'bei'can'ping'chuan 贝参平喘
'bei'can'ping'chuan'jiao'nang 贝参平喘胶囊
'bei'ce'hu'xi'zu 背侧呼吸组
'bei'ce'qiu'nao 背侧丘脑
'bei'ce'qiu'nao'fu'hou'nei'ce'he 背侧丘脑腹后内侧核
'bei'ce'qiu'nao'fu'hou'wai'ce'he 背侧丘脑腹后外侧核
'bei'chen'ceng 背衬层
'bei'cu'mei'sha'duo 倍醋美沙朵
'bei'cuo'er'de'bu'er'shi'xian'xiang 贝措尔德布二氏现象
'bei'dai'er'shi'fu'she'xian'wei 贝代二氏辐射纤维
'bei'dai'er'shi'tuo'wei 贝戴二氏脱位
'bei'dai'er'shi'xian'xiang 贝代二氏现象
'bei'dong'ba'xiang'zhi'ji 被动靶向制剂
'bei'dong'gong'ji'xing'ren'ge 被动攻击性人格
'bei'dong'gong'ji'xing'ren'ge'te'xing 被动攻击性人格特性
'bei'dong'gong'ji'xing'ren'ge'zhang'ai 被动攻击型人格障碍
'bei'dong'gu'ding'qi'bo'dian'ji'dao'xian 被动固定起搏电极导线
'bei'dong'kuo'san 被动扩散
'bei'dong'mian'yi 被动免疫
'bei'dong'mian'yi'kang'ti 被动免疫抗体
'bei'dong'ning'ji 被动凝集
'bei'dong'xing'fei'shui'zhong 被动性肺水肿
'bei'dong'xing'fei'yan 被动性肺炎
'bei'dong'xing'ren'ge'zhang'ai 被动型人格障碍
'bei'dong'xing'shen'chong'xue 被动性肾充血
'bei'dong'yi'lai'xing'ren'ge 被动依赖性人格
'bei'dong'yi'lai'xing'ren'ge'te'xing 被动依赖性人格特性
'bei'dong'yun'dong 被动运动
'bei'dong'yun'shu 被动运输
'bei'dong'zhi'min 被动致敏
'bei'dong'zhu'dong'mian'yi 被动主动免疫
'bei'dong'zhu'dong'mian'yi'yu'fang 被动主动免疫预防
'bei'dong'zhu'dong'xing'yun'dong 被动主动性运动
'bei'dong'zhuan'yi 被动转移
'bei'dong'zhuan'yun 被动转运
'bei'dong'zu'li 被动阻力
'bei'dou'gen 北豆根
'bei'dou'gen'jiao'nang 北豆根胶囊
'bei'dou'gen'ju'jue'pian 北豆根咀嚼片
'bei'dou'gen'pian 北豆根片
'bei'en'fen'san'pian 倍恩分散片
'bei'en'yuan 贝恩元
'bei'er'ai'bo'si'tan'er'shi're 贝尔艾伯斯坦二氏热
'bei'er'ci'shi'bing 贝尔茨氏病
'bei'er'fei'er'de'lu'er'shi'shou'shu 贝尔菲尔德路二氏手术
'bei'er'ke'mo'er'shi'shou'shu 贝尔克莫二氏手术
'bei'er'ke'mo'tai'er'shi'shou'shu 贝尔克莫泰二氏手术
'bei'er'lin'bing'chuang'shang'xing 贝尔林病创伤性
'bei'er'luo'lai'yin'shi'sun'hai 贝尔洛莱因氏损害
'bei'er'sai'ma'ke'shou'shu 贝耳塞马克手术
'bei'er'shi'ma'bi 贝尔氏麻痹
'bei'er'xi'ma'ke'er'shi'shou'shu 贝尔西马克二氏手术
'bei'feng'wo'zu'zhi'yan 背蜂窝组织炎
'bei'fu'er'shi'zong'he'zheng 贝弗二氏综合症
'bei'fu'ji'pen'wu'ji 贝复济喷雾剂
'bei'fu'nei'ce'he 背腹内侧核
'bei'fu'nian'mo 被覆粘膜
'bei'fu'shu'di'yan'ye 贝复舒滴眼液
'bei'gai'shi'shang'xi'zhuang'xian'wei 被盖视上膝状纤维
'bei'gai'zi'xi'er'shi'bing 贝盖兹西二氏病
'bei'gai'zi'xi'ze'er'shi'bing 贝盖兹西泽二氏病
'bei'ge'jiao'zhi'qi 贝格矫治器
'bei'guan'chang'da'chang'zao'ying 钡灌肠大肠造影
'bei'ha'er'shi'zheng 贝哈二氏征
'bei'ha'er'shi'zheng'zhuang 贝哈二氏症状
'bei'he'jian 贝合健
'bei'hu'shi'huo'yi'qi 被忽视或遗弃
'bei'hua'er'shi'zheng 贝华二氏征
'bei'ji'qi'hua'he'wu 钡及其化合物
'bei'ji'qi'hua'he'wu'zhong'du 钡及其化合物中毒
'bei'jia'er'shi'fan'she 贝贾二氏反射
'bei'jia'er'shi'lv'fang'ma'zui'mian'zhao 贝加二氏氯仿麻醉面罩
'bei'jia'mo'xian'wei'dan'bai'yuan 贝加莫纤维蛋白原
'bei'jie'su'yin'zi 备解素因子
'bei'jing'xiao'ying 背景效应
'bei'ju'zhi'ke 贝桔止咳
'bei'ju'zhi'ke'tang'jiang 贝桔止咳糖浆
'bei'ka'pu'le'ming 贝卡普勒明
'bei'kai'fang'xing'shang'kou'ban'gan'ran 背开放性伤口伴感染
'bei'kang'ting 贝康亭
'bei'ke'dao 贝克岛
'bei'ke'er'shi'zong'he'zheng 贝克二氏综合症
'bei'ke'er'xing'ying'yang'bu'liang 贝克尔型营养不良
'bei'ke'ji'ying'yang'bu'liang 贝克肌营养不良
'bei'ke'jia'zong'he'zheng 贝壳甲综合征
'bei'ke'man'zhuan'yong'sheng'hua'shi'ji 贝克曼专用生化试剂
'bei'ke'nang'zhong 贝克囊肿
'bei'ke'san'ti'zheng 贝克三体征
'bei'ke'si'shou'shu 贝克斯手术
'bei'ke'wei'en'wei'de'man'zong'he'zheng 贝克威恩威德曼综合症
'bei'ke'yang'xiao'ti 贝壳样小体
'bei'ke'zhuang'er 贝壳状耳
'bei'kuo'ji'ji'pi'ban 背阔肌肌皮瓣
'bei'kuo'ji'yi'zhi'shu 背阔肌移植术
'bei'kuo'ji'you'li'zhi'pi'shu 背阔肌游离植皮术
'bei'lang'liu'zhi'zhen 贝郎留置针
'bei'lei'er'shi'shi'yan 贝雷二氏试验
'bei'li'di'de'lai'ke'shi'xian'xiang 贝里迪德莱克氏现象
'bei'li'ku'xin'zong'he'zheng 贝利库欣综合症
'bei'li'ying'er'fa'zhan'liang'biao 贝利婴儿发展量表
'bei'li'zhi'ke 贝沥止咳
'bei'li'zhi'ke'kou'fu'ye 贝沥止咳口服液
'bei'ling'jiao'nang 贝羚胶囊
'bei'ling'niu'huang'suan'ke'li 贝灵牛磺酸颗粒
'bei'lu'er'shi'shou'shu 贝路二氏手术
'bei'lu'yi'si'er'shi'shou'shu 贝路易斯二氏手术
'bei'lun'er'shi'zhi'shu 贝伦二氏指数
'bei'luo'er'shi'zong'he'zheng 贝罗二氏综合症
'bei'luo'na 贝络纳
'bei'lv'mi'song 倍氯米松
'bei'ma'ding'lv 贝马定律
'bei'mai'er'shi'shi'yan 贝麦二氏试验
'bei'mei'ge'zhu'she'ye 贝美格注射液
'bei'mei'li'pian 倍美力片
'bei'mei'li'ruan'gao 倍美力软膏
'bei'mei'qian'lie'su 贝美前列素
'bei'mei'qian'lie'su'di'yan'ye 贝美前列素滴眼液
'bei'min'wei'ma 贝敏伪麻
'bei'min'wei'ma'pian 贝敏伪麻片
'bei'mo'er'shi'shou'shu 贝莫二氏手术
'bei'mo'ke'li 被膜颗粒
'bei'mo'shi'yan 贝默试验
'bei'mo'tai'er'shi'shou'shu 贝莫泰二氏手术
'bei'mo'xia'lin'ba'dou 被膜下淋巴窦
'bei'mu'er'dong 贝母二冬
'bei'mu'er'dong'gao 贝母二冬膏
'bei'mu'er'shi'yi'wu'tan'suo'qi 贝穆二氏异物探索器
'bei'mu'gua'lou'san 贝母瓜蒌散
'bei'mu'hua 贝母花
'bei'mu'hua'liu'jin'gao 贝母花流浸膏
'bei'mu'hua'pian 贝母花片
'bei'mu'hua'zhi'ke 贝母花止咳
'bei'mu'li'gao 贝母梨膏
'bei'mu'pi'pa'tang'jiang 贝母枇杷糖浆
'bei'mu'su'jia 贝母素甲
'bei'mu'su'yi 贝母素乙
'bei'na'pu'li 贝那普利
'bei'na'pu'li'pian 贝那普利片
'bei'na'ti'qin 贝那替嗪
